text,label,
"Etkilenecek modüller:
Troubleshooting
Enrole
EMI",case,
"Client Bulma
Sorun olduğu iletilen müşterilerin her zaman her bilgisi elimizde olmuyor.",scenario,
"Bunu gidermek için her yapılan login isteği, parametreleri ve eşleşen öznitelik bilgisi saklanacaktır.",scenario,
Akış aşağıdaki şekilde olacaktır.,scenario,
Kullanıcı /login endpointine geldiğinde,scenario,
"Client Funnel
Bununla alakalı aşağıdaki analiz kullanılacaktır.",scenario,
Troubleshooting,scenario,
"Ara Katman Kontrolü
Herhangi bir ara katmandan gelen cevaplar ve sorgular EMI üzerinden görülebilmelidir.",nonfunctional,
Mevcutta SMS ve Membership olmak üzere 2 farklı ara katman kullanılmaktadır.,current,
Ara katman temelli bir problem olduğunda log incelemesi zor olduğundan dolayı bu geliştirme yapılacaktır.,current,
Her istek sonrası detaylarıyla birlikte Kafka aracılığıyla gerekli bilgiler Troubleshooting tarafına iletilecektir.,nonfunctional,
Bu verilerin çekilebilmesi için bir API açılacaktır.,nonfunctional,
Belirli tarih aralığında gelen/giden istekler bu API aracılığıyla kullanıcıya gösterilecektir.,nonfunctional,
"İletilecek mesaj içeriği aşağıdaki şekilde olacaktır:
Timestamp
Status code
Login method
Type (SMS, MEMBERSHIP)
Result (SUCCESS, NO_QUOTA, PHONE_REQUIRED..)",criteria,
"Request URL
Client Info
Raw Response",criteria,
Sonuçların gösterileceği listede kullanıcı öznitelik bilgisi ve olumlu/olumsuz durumu yer alacaktır.,nonfunctional,
Detayına girildiğinde olumsuz ise neden olumsuz olduğuna dair detaylar yer almalıdır.,nonfunctional,
Örneğin: 500 kodu geldiğinde,case,
Servis sağlayıcınıza başvurun şeklinde bir uyarı gösterilmelidir.,case,
"Access Point Güncellenme Tarihi
Access pointlerin bazen online olmadığıyla alakalı sorunlar gelmektedir.",overview,
Bu nedenle AP’nin durumunun en son ne zaman çekildiğini AP detayında göstermemiz incelemeyi kolaylaştıracaktır.,overview,
AP register cron ilgili AP’yi gördüğü zaman last_status_update kolonunu güncelleyecektir.,overview,
"Burada dikkat edilmesi gereken nokta, sadece bir değişiklik olduğunda güncelleme yapılıyor.",overview,
Değişiklik olmasa dahi AP’nin gerçekten offline olduğunu görebilmemiz için AP görüldüğü anda tarih değeri değişmelidir.,nonfunctional,
"Etkilenecek modüller:
EMI (ap register cron)",overview,
"Locker Refresh
Locker kütüphanesinde takılma durumları için başka bir projede yeni bir akış eklendi.",scenario,
Bu akışın Java ve Python kütüphanelerine de ekleyelim.,scenario,
"Etkilenecek modüller:
EMI
Smartgate
Enrole",scenario,
"Cronların Çalışma Saati Kontrolü
Locker refresh ile yapılacak geliştirme sonucunda, araya girerek cron bazında girilecek config ile belirli bir süreyi geçen cron olduğunda email atılması sağlanacaktır.",functional,
"Hardware Erişim Problemi
Faraday Edge’in iletişimde olduğu servislerin düşmesi durumunda bilgi verilmesi ve audit tutulması gerekiyor.",functional,
"ALE bağlantısı koptuğunda veya bağlandığında Analitik modülünün, Controller erişimi koptuğunda ise EMI register cron’un bilgisi oluyor.",current,
Herhangi bir iletişim kopukluğu olduğu durumda cihazın bağlı olduğu MSP adminine mail gönderilecektir.,functional,
Access point için gönderilen mail yapısı kullanılabilir.,none,
EMI - ap register cron controller up/down durumunda aşağıdaki bilgileri troubleshooting modülüne iletecektir.,functional,
"Customer ID (MSP’de ekli ise MSP ID)
MSP ID
Vendor
Type
IP Address
Status
Timestamp",functional,
"Analitik - ALE, CMX up/down durumunda aşağıdaki bilgileri troubleshooting modülüne iletecektir.",functional,
"Customer ID (MSP’de ekli ise MSP ID)
MSP ID
Vendor
Type
MAC Address
Status
Timestamp",functional,
Status up/down olma durumlarında troubleshooting modülü mail gönderimi yapacaktır.,functional,
EMI tarafında bu listenin görülebilmesi için bir API açılacaktır.,functional,
"Etkilenecek modüller:
EMI
Analytics
Troubleshooting",functional,
"Logların Anlamlandırılması
Modüller üzerinde basılan loglar genelde sadece geliştiricilerin anlayabileceği, belirli bir flowu takip ederek bulabileceği şekilde basılıyor.",current,
Tüm loglar dışarıdan gözle bakan birinin anlayabileceği seviyeye getirilmelidir.,functional,
"Örneğin aşağıdaki şekilde basılan log;
""dhcp ===> "" + apMac + "" "" + ipAddress + "" "" + dhcp yerine
Analytics event saving.",case,
Access point MAC address: + apMac … şeklinde anlamlı hale getirilmelidir.,case,
"Etkilenecek modüller:
Smartgate
Enrole
Reporting",functional,
"Kullanıcı Akış Loglarının Taglenmesi
Kullanıcının hangi akışta olduğunun daha rahat anlaşılabilmesi için tagleme yapısı oluşturmuştum.",current,
Login akışının bir kısmında yer alıyor.,current,
Log classında TAG enumına ekleme yaparak süreç devam ettirilebilir.,current,
"Gerekli fonksiyonlar da hazır durumda, sadece logların üstünden geçilmesi gerekiyor.",current,
Smartgate ve Enrole modüllerinde basılan tüm loglar bu tagleme yapısından geçmelidir.,current,
"Örneğin:
[LOGIN] Access point and client mac not found
[REMEMBER_MAC] Remember MAC enabled on",case,
"Etkilenecek modüller:
Smartgate
Enrole",case,
"MAC Adreslerinin Aynı Formatta Loglanması
Faraday Edge modüllerinde loga basılan MAC adresleri, farklı yerlerde farklı formatta basıldığı için log ararken birkaç farklı tipte aranmaktadır.",current,
Bu durum inceleme süresini uzattığı için aynı formatta basılmalıdır.,functional,
"Java dili ile yazılmış modüller için, Faraday kütüphanesinde yeni bir fonksiyon oluşturulacaktır.",functional,
Python için ise modül özelinde fonksiyon oluşturulabilir.,functional,
"Hazırlanacak yeni fonksiyon gelen MAC adresi hangi formatta olursa olsun, “aa:bb:cc:dd:ee:ff” formatına çevirip sonucu döndürecektir.",functional,
Hem client hem de access point MAC adresleri için uygulanmalıdır.,functional,
Loga basılmadan önce bu fonksiyon ile çağrılıp basılmalıdır.,functional,
Java tarafında modellerin toString fonksiyonlarında da geçiyorsa oralarda da değiştirilmelidir.,functional,
"Etkilenecek modüller:
EMI
Smartgate
Enrole
Reporting
Analytics",functional,
"Account Code Listesi
Wirecode tarafına eklendiği halde bizde gözükmeyen kodlarla alakalı sorular gelmektedir.",current,
Bu nedenle tüm Wirecode listesinin görülebileceği bir ekran hazırlanacaktır.,ui,
Bu ekran confige bağlı olarak gösterilmelidir.,ui,
Sadece Turkcell tarafında aktif duruma getirilecektir.,scope,
Bu ekranda kod ile arama yapabileceği bir search alanı olmalıdır.,functional,
"Ekranın üst tarafında bir yerde ise en son cronun çalıştığı saat, yani kodların ne zaman güncellendiği yazmalıdır.",functional,
Listede koda dair tuttuğumuz tüm detayları göstermeliyiz.,functional,
"Etkilenecek modüller:
EMI
Periscope Cron",functional,
"Node cannot be edited
Mobility Master tarafında manuel yapılan işlemler sonrasında kullanıcı kaydetmediyse Edge işlem yapamamaktadır.",current,
MM ise “Node cannot be edited” tipinde bir hata dönmektedir.,current,
Bu hata geldiğinde durumu açıklayan ve kaydedilmesi gerektiğini söyleyen bir uyarı göstermelidir.,functional,
"Etkilenecek modüller:
EMI",functional,
"Session Tablo Boyutunun Azaltılması Technical Analysis
Bu doküman Edge ürünü kapsamında yapılacak işlerden Session Sayısının Azaltılması özelliği ile ilgili teknik detayları içermektedir.",current,
"Session Sayısının Azaltılması
fn_en_wifi_session tablosunda son 1 senede oluşmuş toplam 36,761,102 session bulunuyor.",current,
"select count(*) from fn_en_wifi_session ws where ws.session_start>=TO_DATE('2021/06/28', 'YYYY/MM/DD') and coalesce(ws.session_end, current_timestamp)<TO_DATE('2022/06/29', 'YYYY/MM/DD')",case,
"2022 Mayıs ayında toplam 2.164.839 session bulunuyor.
select count(*) from fn_en_wifi_session ws where ws.session_start>=TO_DATE('2022/05/01', 'YYYY/MM/DD') and coalesce(ws.session_end, current_timestamp)<TO_DATE('2022/06/01', 'YYYY/MM/DD')",case,
"Multi-Session Bazında Birleştirme
Şu anki yapıda yeni bir session açıldığı zaman son 1 saat içinde aynı multi session id ile oluşturulmuş bir session varsa birleştiriliyor.",current,
Fakat aşağıda gönderdiğim örnekte bu birleştirilme yapılmamış.,case,
"Bu durumun oluşmasının sorguya göre 2 sebebi olabilir; eski sessionda, session end değerinin null olması veya session end değerinin 1 saatten eski olması.",current,
"Sorgu içerisinde MAC değeri olduğundan ve tek MAC ile tek session olabileceğinden dolayı sorguyu şu şekilde değiştirebiliriz:
sessionEnd = null || (sessionEnd != null && sessionEnd > now - 1h)",case,
"Bu duruma düşmüş Mayıs ayında toplam 952,271 session bulunuyor.",case,
En kötü ihtimalle 3er tane sayıldığı zaman -ki çok daha fazla- 600k civarı kayıt azalmış oluyor.,current,
"select sum(ee) from (select multi_session_id, count(*) as ee from fn_en_wifi_session ws where ws.session_start>=TO_DATE('2022/06/01', 'YYYY/MM/DD') and coalesce(ws.session_end, current_timestamp)<TO_DATE('2022/06/30', 'YYYY/MM/DD') group by multi_session_id) as xx where xx.ee > 1;",case,
"Data Olmayan Kayıtlar
Bazı sessionlarda download ve upload sıfır geliyor.",current,
Bu senaryoda kullanıcının interneti hiç kullanmadığını varsayarak kayıtları yoksayabiliriz.,current,
İnternet kullanımı olmadığı için BTK tarafında da loglanmaması bir sorun yaratmayacaktır.,current,
Session start geldiği zaman download ve upload 0 olarak oluşturuluyor ve reportinge gönderiliyor.,current,
Dolayısıyla kaydı oluşturmama seçeneğini kompleksliğinden dolayı es geçebiliriz.,current,
"Session end değeri geldiğinde, eğer download ve upload 0 ise kaydı direk enrole ve reportingten silebiliriz.",functional,
Not: Bununla alakalı reporting tarafında toplam download yazımında da bir hata var.,current,
Değer sadece API tarafında dönülüyor.,current,
Current değil totale çevirelim.,functional,
"sess.download = data.get('currentDownload')
    sess.upload = data.get('currentUpload')",case,
"Bu durumda düşmüş Mayıs ayında toplam 137,135 session bulunuyor.",case,
"select count(*) from fn_en_wifi_session ws where ws.session_start>=TO_DATE('2022/05/01', 'YYYY/MM/DD') and coalesce(ws.session_end, current_timestamp)<TO_DATE('2022/05/31', 'YYYY/MM/DD') and (current_download+current_upload) = 0 and (total_download+total_upload) = 0;",case,
"Aktif Session Sırasında Session Açılması
Aynı MAC adresiyle bir session açıkken farklı bir clusterda bulunan apden çok kısa süreli session açılıyor.",current,
Örn:,scenario,
"Eğer aynı MAC adresli cihazdan açık session varsa ve session start geldiyse, download ve upload değerlerini alıp açık sessiona ekleyebiliriz.",scenario,
1 günlük tüm veriyi çekip bir scriptle bu durumun ne kadar oluştuğunu çektim.,scenario,
Download ve upload olmayanları hesaba katmadan toplam 20k kaydın arasından 3k kayıt bu şekilde çıktı.,scenario,
%15lik bir dilimi kapsıyor.,scenario,
"select mac, '|', session_start, '|', session_end from fn_rep_session ws where ws.session_start>=TO_DATE('2022/06/27', 'YYYY/MM/DD') and ws.session_end < TO_DATE('2022/06/28', 'YYYY/MM/DD') and (download+upload) != 0 and (upload_change+download_change) != 0  order by session_start desc;",scenario,
"Sonuç
Aynı kaydın farklı senaryoya düşmediğini varsaydığımız durumda ortalama %50 lik bir kazanç sağlıyoruz.",scenario,
"Toplam Session
2.1m
Multi-Session Bazında Birleştirme
600k
Data Olmayan Kayıtlar
140k
Aktif Session Sırasında Session Açılması
(2.1m-140k) * 0,15 = 300k",scenario,
"Kolonlar
Hem enrole hem de reporting tarafında tutulmasına gerek olmayan veriler var.",current,
Bu kolonları koddan kaldırdıktan sonra drop edebiliriz.,functional,
"Enrole
TODO
created_date
Kullanılmıyor.",functional,
"msp_id
Aynı mesajda customer id de iletiliyor.",current,
Smartgate mesajı işlerken customerdan msp idye ulaşabilir.,current,
Performans konusundan emin değilim.,none,
"ssid_name
R4 veritabanında var, kodda karşılığı yok.",current,
"Reporting
TODO
nas_ip
Enrole’de tutulması yeterli.",scope,
"nas_id
Enrole’de tutulması yeterli.",scope,
"public_ip
Enrole’de tutulması yeterli.",scope,
"start_date
R4 veritabanında var, kodda karşılığı yok.",current,
"start_time
R4 veritabanında var, kodda karşılığı yok.",current,
"public_port_start
R4 veritabanında var, kodda karşılığı yok.",current,
"public_port_end
R4 veritabanında var, kodda karşılığı yok.",current,
"user_agent
Parse işlemi yapıldıktan sonra bu değeri tutmaya gerek yok.",scope,
"timezone
offset kullanılıyor.",current,
Buna gerek yok.,scope,
"package_id
????",none,
?,none,
"Sms Captcha Teknik Analizi
Bu doküman Edge ürünü kapsamında yapılacak işlerden halihazırda mevcut olmayan smartgate login sms captcha özelliği ile ilgili teknik detayları içermektedir.",current,
Overview,overview,
"Bu özelliğin amacı müşterinin sms ile girişlerinde yapılacak olan sms saldırılarının önüne geçmek, kötü niyetli kullanıcıların fazla sayıda sms atma açığını kapatmaktır.",purpose,
"Bu kapsamda özelliğin temel ozellikleri, oluşturma adımları, diğer birimler ile  entegrasyon çalışmaları belgelenmiştir.",purpose,
Temel Özellikleri,overview,
Sms captcha management arayüzü ve Smartgate’de yapılacak bir geliştirmedir.,ui,
"Kullanıcılar profil veya customer detail sayfalarından geliştirmede kullanılacak olan count, time window ve captcha time interval değerlerini girerek kayıt edebileceklerdir.",current,
Verilen bilgilere göre count sayısını time window suresi boyunca aşan sms sayısı captcha time interval süresince clientlara captcha göstererek daha fazla sms atılmasını engelleyecektir.,current,
Burada clientların internet erişimi olmadığından offline captcha kullanılacaktır.,functional,
Kullanılacak captcha Captive kısıtlarından dolayı lightweight olmalıdır.,nonfunctional,
Captcha gösterimi sadece SMS ile login olma adımında olmalıdır.,functional,
"Kullanıcıdan Threshold Count, Time Window  ve Captcha Time Interval Bilgilerinin Alınması
Sms captcha için gerekli threshold count, time window ve captcha time interval bilgileri management arayüzü içerisinde kullanıcıdan alınır.",current,
Bu işlemler Customer bazlı işlem olduğundan gerekli aksiyonlar customer detail ve profile sayfasından yapılır.,current,
Kullanıcıların Sms Gateway bilgilerinin girildiği blok altına bir switch eklenerek bu özellik kullanıcının kararına bırakılarak açık veya kapalı bir şekilde sunulacaktır.,functional,
Default olarak kapalı gelmeli.,functional,
Switchli yapı yoksa direkt altına da eklenebilir.,functional,
"Bu switch açıldığında kullanıcıya giriş yapabileceği üç yeni alan gösterilecektir;
Time Window
Captcha Trigger Threshold
Captcha Time Interval
Bilgilerin alındığı yerde, her değerin ne anlama geldiğini anlatmak için yapılacak açıklama.",current,
(Captcha Trigger Threshold defines the number of SMS that can be sent within the defined Time Window,current,
Captcha Trigger Threshold değeri en az 1 değerini kabul etmelidir.,functional,
Time Window değeri saniye cinsinden alınacaktır.,current,
Arayüzde bu bilgi customer’a belirtilmelidir.,ui,
Captcha Time Interval değeri saniye cinsinden alınacaktır.,current,
Arayüzde bu bilgi customer’a belirtilmelidir.,ui,
Aynı değerler profil sayfasına da eklenecektir.,current,
"Sms Sayısının Hesaplanması
Başarılı SMS’leri rate limit işinde yapılan yöntemle arayüzden alınan Time Window süresince hesaplanır, Captcha Trigger Threshold ile alınan sayı aşıldığında Smartgate kullanıcıları artık SMS ile birlikte Captcha istenecektir.",current,
"Bu trigger bozulduğu andan sonra Captcha Time Interval ile alınan süre boyunca bu süreç devam edecektir, süre dolduğunda captcha gösterimi de sonlanacaktır.",current,
"Captcha Gösterim Durumunun Hesaplanması
Şu an aynı telefon numarasına engelleme yapan fonksiyonlar incelenerek, buradaki yapı da benzer şekilde kurulabilir.",current,
"Login Ekranında Captcha Gösterimi
Kullanılacak kütüphane: https://github.com/logicsquad/nanocaptcha",current,
Wireframe,none,
Future Works,none,
"""""""Selam Arkadaşlar,
Kampanya Liste Detayı içerisinde gösterilen verilerin net açıklamasını müşterilere yapamıyoruz.",scenario,
Kalan Veri alanında toplam 7185 adet veri görünüyor ancak gün sonuna kadar aranmayı bekleyen daha 250 300 arası.,scenario,
2 gün veri yüklenmeden takip yapıldı ve aranmayı bekleyen data 300 üstüne çıkmadı.,scenario,
Kampanyanın günlük arama limiti 5 toplam arama limiti 10 yani max arama da 2 günde bitirmesi lazım.,scenario,
Veriyi müşteri eritemiyor olsa bile kalan verinin aranacaklara yansıması lazım.,scenario,
"Çok fazla aktif liste olması, kampanya sonuç kodlarının düzenli seçilmemesi vb.",scenario,
etkenlerle kampanya verilerinin bozulduğunu daha önce yazılım ekibimizden bilgi olarak aldık.,scenario,
Müşterilerin sorusu genelde aynı oluyor kalan veri neden günlük aranacaklara yansımıyor.,scenario,
"Burada bir hata varsa düzeltmemiz, düzeltemiyorsak gösterimden kaldırmamız çok daha sağlıklı olacaktır.",scenario,
Teşekkürler.,scenario,
"Kullanıcı Hikayesi
Operasyon yöneticisi olarak sonuç kodu girilmeyen kampanya kontakları için alınacak aksiyonu tanımlayabilmeyi istemekteyim.",case,
"Böylelikle kampanya sürecimi daha etkin yönetip, verileri daha sağlıklı analiz edebilirim.",case,
"İş Tanımı & Gereklilikler
Kampanya Ayarları
Kampanya ayarları Kampanya yeni oluşturulma ve düzenleme düzenleme ekranlarına Eksik sonuç kodu yönetimi isimli bir alan eklenecektir.",functional,
Kullanıcı bu alanda sonuç kodu girilmemiş kontaklar için ne yapılacağını seçecektir.,functional,
Sadece master admin kullanımına açıktır.,scope,
"/ admin giriş
Dropdown alanıdır.",current,
"Aşağıdaki seçenekleri içerir;
Seçenek (Kullanıcı bunu görür)
Açıklama
Önyüz değişiklikleri
Sonuç kodunu sonra tanımla
Default seçim: Yeni kampanyalar bu seçenek seçili gelecektir.",current,
Müşteri temsilcisine sonuç kodu eksik çağrılara sonradan tanımlama yapabilmesi imkanı verilir.,scenario,
Sonuç kodu tanımlanana kadar kontak agent_answered olarak gözükür.,scenario,
Yeni bir çağrı çıkmaz.,scenario,
Kalan veride yer alır.,scenario,
Belirtilen süre içinde tanımlama yapılmazsa kontak otomatik Sonuç kodu girilmediolarak tanımlanır.,scenario,
Sonuç kodu girilmedi sonuç kodu için ayrı bir sebep kodu bulunmaktadır.,scenario,
Alternatif olarak kullanıcı kampanya için tanımlanmış sonuç kodlarından birini kullanılması için seçebilir.,scenario,
Kontak tamamlandı olarak işaretlenir.,scenario,
Kalan verisinden düşer.,scenario,
Bu seçenek seçilirse alt kısımda Tanımlama Süresi (dk) alanı eklenir.,scenario,
Dropdown alandır.,none,
Varsayılan ve minimum değer 30 dakikadır.,current,
Diğer seçenekler Kullanıcının kaç dakika içinde tekrar sonuç kodunu girebileceğinin belirlendiği alandır.,overview,
"Info button vardır
Kullanıcının kaç dakika içinde tekrar sonuç kodunu girebileceğini tanımlayın.",scenario,
Kampanya ayarlarında sonuç kodu belirtilen sürede girilmezse kampanyanın bir sonuç kodunu sonuç kodu girilmedi yerine tanımlayabilmesi için iki alan eklenir.,scenario,
"Kampanya sonuç kodlarından birini gir
Checkbox alanıdır.",scenario,
Seçilince alt satırda Tanımlanacak sonuç kodu alanı açılır.,scenario,
"Info button:
Tanımlama süresi içinde sonuç kodu girilmezse kampanyada oluşturulmuş sonuç kodlarından biri kontağa otomatik olarak tanımlanmak için seçilebilir.",scenario,
"Tanımlanacak sonuç kodu:
Dropdown alanıdır.",scenario,
Kampanyada tanımlanmış sonuç kodlarını getirir.,scenario,
"Info button:
Tanımlama süresi içerisinde MT sonuç kodu girmezse seçilen sonuç kodu otomatik olarak tanımlanır.",scenario,
Bu seçenek tercih edildiğinde MT ekranına Eksik Sonuç Kodları isimli bir sekme eklenir.,scenario,
Kullanıcılar girişleri bu sekme sayesinde yapar.,scenario,
MT scripterı tamamlayıp sonuç kodunu girdiğinde kontak bildirimi tetiklenir.,scenario,
"Agent_answered olarak kullanıma devam et
Mevcut kullanım devam eder.",scenario,
"-
Eksik Sonuç Kodu Yönetimi alanını aktif edilmek istendiğinde modal ile onay istenir, modal metni aşağıdaki gibidir;
Eksik Sonuç Kodu Yönetimi alanında sonuç kodu girilmemiş kampanya çağrılarının verilerinin nasıl yönetileceğini belirlersiniz.",scenario,
Sonuç kodu tanımlanmamış çağrılar için alınacak aksiyonu seçiniz.,scenario,
Sonuç kodunu sonra tanımla: Müşteri temsilcisine sonuç kodu eksik çağrılara sonradan tanımlama yapabilmesi imkanı verilir.,scenario,
Agent_answered olarak kullanıma devam et: Müşteri temsilcisinin sonuç kodu girmediği veya kampanyada scripter kullanılmadığı durumlarda otomatik bu sonuç kodu kullanılır.,scenario,
MT scripterı tamamlayıp sonuç kodunu girdiğinde kontak bildirimi tetiklenebilmelidir.,functional,
"MT ekranı
Kullanıcı Eksik Sonuç Kodu Yönetimi alanında yöntem olarak Sonuç kodunu sonra tanımla seçeneğini tercih etmişse, MT ekranında Eksik Sonuç Kodları sekmesini görür.",ui,
Sekme tasarımdaki gibi konumlandırılır.,ui,
Sonuç kodu girilmemiş ve sonuç kodunu sonra tanımla yöntemi belirlenmiş kampanyaların çağrıları bu sekmede yer alır.,overview,
Liste scroll ile devam eder.,overview,
Her MT sadece kendi çağrısını görür & giriş yapabilir.,current,
İleride ACL’e bağlanacaktır.,scope,
SPV / Admin / KK statüsüne sahip kullanıcılar tüm çağrıları görür & giriş yapabilir.,current,
Lokasyon kuralları geçerlidir.,current,
İleride ACL’e bağlanacaktır.,scope,
Sonuç kodu girilen kayıt tablodan kalkar.,current,
Belirlenen Tanımlama Süresi (dk) dolunca kayıt tablodan kalkar.,current,
"Sekmede yer alan tablonun sütunları;
Kalan Süre: Sonuç kodu girmek için geriye kalan süredir.",overview,
HH:MM:SS formatında gösterilir.,criteria,
MT ekranında ilgili sekmede canlı olarak güncellenir.,ui,
"Info button metni:
Eksik sonuç kodunu girmeniz için kalan süredir.",ui,
"Gerekli sonuç kodunu belirtilen sürede girmezseniz, kontak kaydı sonuç kodu girilmedi olarak veya önceden tanımlanmış bir sonuç kaydı verilerek kapatılacaktır.",current,
"Arayan Numara
Aranan Numara
Kontak Adı
Kampanya Adı
Liste Adı
Çağrı Başlangıcı: Çağrı başlangıç tarihini gösterir.",current,
Ses kaydı: İlgili çağrının ses kaydının dinlenebildiği alandır.,overview,
Standart dinleme modalı açılır.,ui,
MT yetkisi varsa kullanabilir.,scope,
Sonuç Kodu: Kullanıcının sonuç kodunu tanımladığı alandır.,overview,
Sonuç Kodu Gir butonu yer alır.,ui,
Kullanıcı tıklayınca scripter açılır.,ui,
Sütunlarda sıralama özelliği olmalıdır.,functional,
"SPV ekranı Kampanya ekranı
Kampanya liste detayı tablosunda Kalan Veri sütunun yanına Eksik Sonuç Kodu sütunu eklenecektir.",functional,
Sonuç kodu girilmeyen verilerin bu sütun altında toplamı verilecektir.,functional,
Kalan verisinde Eksik Sonuç Kodu toplamı yer almayacaktır.,scope,
"(Kalan Veri = Mevcut yapıdaki kalan veri - Eksik sonuç kodu)
Sonuç kodu girilmedi olarak tanımlanan veriler Tamamlandı sütununa eklenecektir.",functional,
Ulaşma oranı kadranında Sonuç kodu girilmedi olarak tanımlanmış kontaklar hesaba dahil edilecektir.,functional,
Sonuç kodu dağılımı grafiğinde Sonuç kodu girilmedi olarak tanımlanmış kontaklar da gösterilecektir.,functional,
Sonuç kodu girilmedi olarak tanımlanmış kontaklar MT tarafından sonlandırıldı tablosunda gösterilecektir.,functional,
"Sonuç kodu kısmında Sonuç kodu girilmedi girmekte, sebep kodu da sonuç kodu girilmedinin kodudur.",current,
Son 10 dk.,none,
içerisinde başlayan çağrılar tablosunda Sonuç kodu girilmedi olarak tanımlanmış kontaklar gösterilecektir.,functional,
Kampanya Liste Detayı grafiğinde Sonuç kodu girilmedi olarak tanımlanmış kontaklar başarılı olarak gösterilecektir.,functional,
SPV ekranında Sonuç kodu girilmedi tanımlanmış kontakları gösteren bir ekran olması gerekmektedir.,ui,
Sağ üstte bulunan SPV ekran seçeneklerine Eksik Sonuç Kodu isimli yeni bir alan eklenmelidir.,functional,
Tabloda SPV’nin MTlere göre filtre yapabildiği bir alan olmalıdır.,overview,
Lokasyona göre SPV listeyi görüntülemelidir.,overview,
"Raporlar
Sonuç kodu girilmedikodu;
Çağrı geçmişi,
Sonuç kodu ile sebep kodu Sonuç kodu girilmedi olarak yansıyacaktır.",current,
"Sonuç kodları,
Son sonuç kodu
Kampanya durum özeti raporlarında yer alacaktır.",current,
"Sebep kodu: Completed
Sonuç kodu: Sonuç kodu girilmedi
Kullanıcı Etkileşimi & Tasarım
Tasarım linki: https://www.figma.com/file/WEfewgqQWqwwqfwqwfq
Test Yönergesi
Test Konusu
Durum
Eksik sonuç kodu yönetimi alanı tasarımdaki gibi eklenmiştir.",current,
Eksik sonuç kodu yönetimi alanında ilgili seçenekler yer almaktadır.,ui,
Default olarak Sonuç kodunu sonra tanımla seçili gelmektedir.,ui,
Sonuç kodunu sonra tanımla seçildiğinde menüye Tanımlama Süresi (dk) alanı eklenmektedir.,ui,
MT ekranı Eksik Sonuç Kodu sekmesindeki Kalan Süre sütunu Tanımlama Süresi (dk) alanında tanımlanan süreye göre çalışmaktadır.,current,
Tanımlama Süresi (dk) alanı varsayılan olarak 30 dk gelmektedir.,current,
Tanımlama Süresi (dk) alanı dropdown'ında diğer süre seçenekleri gelmektedir.,current,
Limit dolmasına rağmen sonuç kodu girilmezse kontak Sonuç Kodu Girilmedi olarak tanımlanmaktadır.,current,
Sonuç kodu girilmedi tanımlandığında kontak tamamlandı olarak işaretlenmekte ve kalan verisinden düşmektedir.,ui,
"Sonuç kodu sonra tanımla seçildiğinde Kampanya sonuç kodlarından birini gir check boxı işaretliyse, Tanımlanacak sonuç kodu dropdown'ı gelmektedir ve içinde kampanyaya tanımlanmış sonuç kodları bulunmaktadır.",ui,
Kampanya sonuç kodlarından birini gir seçili ise tanımlama süresi sonunda giriş olmadıysa Tanımlanacak sonuç kodu dropdownında seçili sonuç kodu gelmektedir.,ui,
Sonuç kodunu sonra tanımla seçildiğinde sonuç kodu tanımlanana kadar kontak agent_answered olarak gözükmektedir.,ui,
Sonuç kodunu sonra tanımla seçildiğinde MT ekranında tasarımdaki gibi Eksik Sonuç Kodları sekmesi belirmektedir.,ui,
Sonuç kodu girilmemiş çağrılar alanı info butonu sağlıklı bir şekilde çalışmaktadır.,ui,
Eksik sonuç kodları sekmesinde sütunlar doğru verilmektedir.,ui,
Eksik sonuç kodları sekmesinde sütunlar sıralanabilmektedir.,ui,
Eksik sonuç kodları sekmesinde sonuç kodu girilmemiş ve sonuç kodunu sonra tanımla yöntemi belirlenmiş kampanyaların çağrıları yer almaktadır.,ui,
Eksik sonuç kodları sekmesinde ses kayıtları dinlenebilmektedir.,ui,
Eksik sonuç kodları kayıtlarında MT sadece kendi kayıtlarını görmektedir.,ui,
Eksik sonuç kodları kayıtları Admin / SPV / KK kullanıcıların yetkisine göre görünmektedir.,ui,
Eksik sonuç kodları dmin / SPV / KK kullanıcıların yetkisine göre tanımlı lokasyona göre görünmektedir.,ui,
Ses kayıtlarının oynatılması yetkiye göre çalışmaktadır.,scope,
Sonuç kodunu girmek istendiğinde seçili scripter açılmaktadır.,ui,
Kullanıcı giriş yapmazsa tekrar butonu tıklayıp açabilmektedir.,ui,
Sonuç kodu girilen kayıt listeden kalkmaktadır.,ui,
Kalan süre tooltipi çalışmaktadır.,current,
Kalan süre canlı akmaktadır.,current,
Kalan süresi dolan kayıt listeden kalkmaktadır.,current,
SPV ekranında eksik sonuç kodu tablosu MT detayında gözükmektedir.,ui,
SPV listeyi tanımlıysa lokasyona göre görmektedir.,ui,
SPV Kampanya liste detayı tablosunda Eksik Sonuç Kodu sütunu yer almaktadır.,ui,
Sonuç kodu girilmeyen verilerin bu sütun altında toplamı verilecektir.,current,
Kampanya liste detayı tablosunda Sonuç kodu girilmedi olarak tanımlanan veriler Tamamlandı sütununa eklenecektir.,ui,
Ulaşma oranı kadranında Sonuç kodu girilmedi olarak tanımlanmış kontaklar da hesaba dahil edilmektedir.,ui,
Sonuç kodu dağılımı grafiğinde Sonuç kodu girilmedi olarak tanımlanmış kontaklar gösterilmektedir.,ui,
